INDEX	MACAQUE_COUNT_IN_TAK	OTHER_SPIECIES_COUNT_IN_TAK	TC_CT_COUNT_IN_TAK	THALAM_COUNT_IN_TAK	CORTEX_COUNT_IN_TAK	INJECT_COUNT_IN_TAK	METHOD_COUNT_IN_TAK	CONNECT_COUNT_IN_TAK
3178	9	0	0	0	16	0	0	3
3180	0	0	0	4	0	0	0	11
3181	0	0	0	11	8	0	0	16
3182	0	0	0	30	5	0	0	5
3183	2	0	0	3	4	0	4	1
3184	5	0	0	1	2	0	0	0
3185	0	0	0	7	6	0	6	34
3186	0	7	0	4	0	0	3	5
3187	0	0	0	19	1	0	0	12
3188	0	0	0	11	0	0	0	17
3189	2	0	0	15	0	0	0	0
3190	NA	NA	NA	NA	NA	NA	NA	NA
3191	0	0	0	12	0	0	0	2
3192	3	0	0	19	0	0	0	0
3193	0	0	0	0	3	0	0	0
3194	0	0	0	32	0	0	0	7
3195	0	0	0	0	14	0	0	12
3196	4	12	0	4	0	0	0	8
3197	0	0	0	6	0	8	0	2
3199	2	4	0	4	4	0	0	0
3200	7	0	0	15	11	0	0	14
3201	1	3	0	27	1	0	0	11
3202	2	0	0	16	13	0	0	7
3203	0	2	2	2	7	0	2	15
3204	2	0	0	17	0	9	0	0
3205	2	0	0	8	14	0	0	0
3206	0	0	0	0	21	0	0	0
3207	5	0	0	20	0	0	0	0
3208	0	0	0	10	11	0	0	0
3209	7	0	0	7	14	0	0	11
3212	3	0	0	5	0	0	2	22
3213	2	2	0	13	0	0	0	0
3214	7	11	0	2	0	2	2	5
3215	8	2	0	4	0	2	4	12
3216	NA	NA	NA	NA	NA	NA	NA	NA
3217	2	0	0	0	0	0	0	2
3218	7	0	0	0	13	0	0	11
3220	0	0	0	12	0	7	0	6
3221	0	13	0	21	0	0	0	8
3222	2	0	0	1	2	0	0	2
3223	0	0	0	35	40	0	0	27
3226	NA	NA	NA	NA	NA	NA	NA	NA
3227	0	3	0	6	0	0	0	0
3228	2	0	0	7	0	0	0	4
3229	3	0	0	0	0	0	0	0
3230	9	0	0	6	0	3	3	42
3231	4	2	0	0	0	0	14	10
3232	NA	NA	NA	NA	NA	NA	NA	NA
3233	4	2	0	4	0	2	0	12
3235	3	0	0	7	0	0	2	0
3236	0	0	0	4	8	0	0	2
3237	0	0	0	4	0	0	0	0
3238	2	2	0	3	0	0	0	18
3239	4	0	0	12	0	0	3	17
3240	2	0	0	1	0	16	0	0
3241	2	2	0	2	2	0	0	0
3242	3	0	0	3	0	0	3	6
3243	0	0	0	8	3	0	0	7
3244	6	2	0	0	15	0	5	4
3246	0	2	0	0	0	0	0	4
3247	0	20	0	1	1	3	0	0
3248	7	0	0	0	11	0	0	3
3249	8	0	0	0	0	0	0	14
3250	0	0	0	13	4	5	9	14
3251	0	8	0	10	0	2	6	17
3252	9	0	0	2	5	0	13	21
3253	2	2	0	14	0	0	0	2
3254	2	0	0	5	2	0	0	0
3255	3	3	0	3	6	0	0	3
3256	13	0	0	0	13	0	0	6
3258	0	0	0	20	0	10	0	2
3259	3	0	0	17	16	0	0	5
3260	4	0	0	0	4	0	0	3
3261	0	0	0	18	12	0	0	6
3262	0	0	0	28	10	0	0	0
3263	3	0	0	0	0	0	8	26
3264	0	0	0	7	0	0	0	0
3265	0	0	3	12	26	0	0	7
3266	0	1	0	0	4	2	5	0
3268	4	0	0	0	0	0	1	0
3269	2	0	0	4	7	0	2	0
3270	0	0	0	9	10	6	8	23
3271	0	0	0	3	0	0	0	0
3273	4	8	0	2	10	0	0	4
3274	0	3	0	15	6	0	3	12
3276	3	0	0	6	6	0	0	10
3278	NA	NA	NA	NA	NA	NA	NA	NA
3279	4	0	0	12	2	0	0	9
3280	0	12	0	2	1	0	0	5
3281	0	0	0	27	0	0	0	0
3282	NA	NA	NA	NA	NA	NA	NA	NA
3283	2	0	0	6	0	0	6	0
3284	0	0	0	9	5	0	0	13
3285	0	0	0	0	31	0	0	0
3286	5	0	0	7	1	0	0	6
3287	0	0	0	5	0	0	0	0
3288	8	10	0	4	4	0	4	5
3289	0	0	0	8	0	0	0	0
3290	0	0	0	2	2	0	0	7
3291	3	8	0	3	4	2	10	9
3292	3	0	0	6	0	0	0	3
3293	4	0	0	11	0	0	0	2
3294	2	0	0	0	1	0	0	1
3295	4	0	0	4	7	0	0	31
3296	9	6	0	0	0	0	0	1
3297	NA	NA	NA	NA	NA	NA	NA	NA
3298	NA	NA	NA	NA	NA	NA	NA	NA
3299	3	5	0	6	11	0	0	15
3300	2	0	0	9	0	0	11	1
3301	5	0	0	14	0	0	0	0
3302	3	0	0	4	6	0	0	2
3303	5	0	0	0	11	0	0	4
3304	8	0	0	8	0	0	0	3
3305	0	0	0	18	0	10	7	3
3306	0	0	0	25	6	6	0	0
3307	2	0	0	4	6	0	0	14
3308	8	0	0	0	4	0	0	0
3309	0	0	0	0	0	0	0	0
3310	3	0	0	8	2	0	5	20
3311	2	5	0	2	2	4	0	2
3312	0	0	0	7	0	0	0	41
3313	NA	NA	NA	NA	NA	NA	NA	NA
3314	3	0	0	2	0	0	2	8
3315	4	0	0	19	2	0	0	2
3318	0	0	0	4	0	0	0	2
3319	NA	NA	NA	NA	NA	NA	NA	NA
3320	3	0	0	11	0	0	0	0
3321	0	0	0	2	8	0	3	0
3323	0	0	0	4	8	0	0	0
3324	0	0	1	10	11	0	3	15
3325	NA	NA	NA	NA	NA	NA	NA	NA
3326	13	0	0	0	0	0	68	13
3327	2	0	0	0	0	6	14	10
3328	4	0	0	2	5	1	3	6
3329	0	2	0	11	1	0	2	0
3330	3	0	0	16	20	0	0	11
3331	0	0	0	6	9	0	0	0
3333	0	0	0	0	6	0	0	0
3334	0	0	0	0	0	0	0	0
3335	NA	NA	NA	NA	NA	NA	NA	NA
3336	0	0	2	10	10	0	0	5
3337	0	0	0	0	0	0	0	0
3338	3	0	0	4	0	11	8	16
3339	8	7	0	0	6	0	0	0
3340	0	0	0	5	0	0	2	0
3341	4	0	0	26	0	0	0	0
3342	0	0	0	8	0	0	0	0
3343	0	6	0	3	7	0	0	4
3344	3	0	0	3	3	0	0	0
3346	0	1	0	2	2	2	0	0
3347	8	0	0	4	7	0	5	5
3348	2	0	0	6	14	0	0	6
3349	0	0	0	12	14	0	0	0
3350	0	0	0	0	0	0	0	2
3351	0	2	0	2	0	0	0	0
3352	6	0	0	6	0	9	5	0
3353	NA	NA	NA	NA	NA	NA	NA	NA
3354	0	0	0	0	0	0	0	0
3355	4	4	0	17	4	4	13	2
3356	NA	NA	NA	NA	NA	NA	NA	NA
3357	0	0	0	1	4	0	0	3
3358	4	0	0	7	0	0	0	5
3360	0	0	0	14	0	0	0	6
3361	0	11	0	0	0	11	0	0
3362	3	7	0	23	0	0	0	4
3363	2	1	0	1	0	0	0	2
3364	0	20	0	6	4	0	0	0
3365	0	0	0	6	16	0	0	0
3366	3	0	0	10	0	0	0	15
3367	NA	NA	NA	NA	NA	NA	NA	NA
3368	6	0	0	4	5	0	0	12
3369	0	0	0	8	0	0	0	0
3370	0	2	0	10	0	3	3	2
3371	4	14	0	3	0	0	2	5
3372	4	12	0	11	0	0	0	0
3373	0	3	0	8	16	5	0	8
3374	6	0	0	6	0	0	0	9
3375	8	0	0	12	8	0	9	8
3376	0	0	0	7	0	0	0	3
3377	0	0	0	5	7	0	0	0
3378	2	3	0	1	0	0	0	0
3379	2	0	0	1	0	0	0	0
3380	8	0	0	0	0	0	8	0
3381	4	2	0	0	3	4	12	21
3383	NA	NA	NA	NA	NA	NA	NA	NA
3384	2	16	0	2	9	0	0	20
3385	0	2	0	22	2	0	0	2
3387	4	0	0	4	12	0	0	0
3388	7	3	0	11	0	0	0	7
3389	NA	NA	NA	NA	NA	NA	NA	NA
3390	NA	NA	NA	NA	NA	NA	NA	NA
3391	NA	NA	NA	NA	NA	NA	NA	NA
3392	9	0	0	6	3	0	0	7
3394	8	4	0	3	3	0	0	4
3395	3	3	0	0	0	0	0	0
3396	0	12	0	12	5	0	0	2
3397	0	0	0	21	0	0	0	7
3398	NA	NA	NA	NA	NA	NA	NA	NA
3399	4	0	0	0	8	0	2	1
3400	1	0	0	2	5	4	3	2
3401	4	0	0	0	0	0	0	0
3402	2	0	0	9	13	0	0	2
3403	4	4	0	21	0	5	13	11
3405	0	6	0	21	0	0	0	6
3406	11	0	0	0	5	0	0	2
3407	0	0	0	0	9	0	0	0
3408	6	0	0	4	2	0	0	0
3409	3	0	0	0	14	0	0	7
3410	1	0	0	13	0	0	0	6
3411	NA	NA	NA	NA	NA	NA	NA	NA
3412	0	0	0	0	0	0	0	0
3414	3	0	0	14	13	0	0	0
3415	0	0	0	7	0	0	1	0
3416	0	6	0	3	0	0	1	20
3418	4	0	0	0	0	0	3	0
3419	3	0	0	9	16	0	0	6
3420	8	0	0	6	0	11	0	0
3421	0	8	0	7	2	0	0	10
3423	3	10	0	0	10	0	0	7
3424	0	0	0	2	2	0	0	4
3427	9	0	0	2	0	0	0	0
3428	3	0	0	15	0	2	2	9
3429	5	0	0	2	2	0	0	0
3431	0	0	0	14	0	8	6	4
3432	8	12	0	0	3	0	0	2
3433	0	0	0	3	5	0	0	0
3434	0	0	0	5	5	0	0	20
3435	2	11	0	2	9	0	11	0
3436	3	0	0	4	14	0	0	3
3437	0	4	0	8	8	0	0	0
3438	0	10	0	19	0	0	0	13
3439	2	12	0	0	8	0	0	8
3440	2	2	0	6	10	0	14	0
3441	0	0	0	3	10	0	0	4
3442	0	2	0	1	7	0	0	0
3443	0	0	0	15	2	0	2	6
3444	NA	NA	NA	NA	NA	NA	NA	NA
3445	7	9	0	5	6	3	14	2
3446	4	0	0	9	4	0	4	4
3447	0	3	0	16	0	0	0	3
3448	0	0	0	6	0	2	0	8
3449	2	0	0	4	2	2	2	8
3450	0	0	0	4	2	0	0	1
3451	4	0	0	4	6	0	0	8
3452	0	2	0	2	2	0	3	0
3453	0	0	0	0	7	0	0	10
3454	NA	NA	NA	NA	NA	NA	NA	NA
3455	0	0	0	17	0	0	4	4
3456	0	3	0	15	0	0	0	6
3457	NA	NA	NA	NA	NA	NA	NA	NA
3458	2	0	0	0	0	0	0	0
3459	NA	NA	NA	NA	NA	NA	NA	NA
3460	0	0	0	4	4	0	0	0
3461	8	0	0	0	8	0	0	33
3462	0	0	0	4	0	0	0	1
3463	0	2	0	15	0	0	0	2
3464	0	0	0	8	0	0	0	0
3465	5	2	0	8	0	0	0	4
3466	0	0	0	1	11	0	0	1
3467	2	0	0	18	3	6	10	0
3468	0	26	0	0	0	0	0	0
3469	0	0	0	7	4	0	2	4
3470	3	0	0	8	10	0	0	0
3471	0	18	0	24	0	0	0	3
3472	6	3	0	2	0	0	0	14
3474	0	0	0	0	0	0	0	0
3475	11	16	0	0	0	0	5	0
3476	3	0	0	12	0	0	3	0
3477	4	2	0	7	10	0	0	2
3478	0	2	7	7	19	0	0	0
3479	8	8	0	7	8	4	12	19
3482	4	0	0	4	4	0	0	3
3483	9	0	0	0	9	0	0	27
3484	2	0	0	16	0	0	0	0
3485	2	2	0	8	6	0	0	2
3486	0	0	0	3	0	0	4	4
3489	3	3	0	4	7	4	0	0
3490	3	17	0	0	14	0	0	0
3491	0	0	0	12	0	0	0	0
3494	0	1	0	7	3	0	0	4
3495	2	0	0	3	6	0	2	5
3496	4	0	0	3	2	2	0	1
3497	0	0	0	4	8	0	0	0
3498	0	0	0	6	14	0	0	3
3499	0	0	0	0	0	0	0	0
3500	0	14	0	9	2	5	0	0
3501	0	0	0	8	0	0	0	8
3502	0	0	0	2	10	0	0	2
3504	0	0	0	10	7	0	2	6
3505	0	0	0	1	1	0	0	1
3506	0	2	0	5	0	0	0	0
3507	0	7	0	8	0	0	0	0
3508	3	0	0	0	6	0	0	0
3509	0	0	0	0	4	4	0	0
3510	9	0	0	29	6	0	0	3
3512	0	0	0	18	9	3	16	27
3513	0	0	0	3	0	0	0	14
3514	15	0	0	17	0	0	0	0
3516	2	0	0	5	8	0	0	0
3517	0	6	0	7	6	3	0	0
3518	4	0	0	4	0	0	0	4
3519	0	0	0	0	5	0	3	2
3520	1	3	2	2	10	1	5	18
3521	0	4	0	4	0	0	0	0
3522	0	0	0	12	12	0	0	0
3523	0	0	3	3	6	0	0	20
3524	15	0	0	0	0	0	21	7
3525	0	9	0	0	0	0	0	0
3527	12	12	0	2	0	4	3	5
3529	0	0	0	0	29	0	0	16
3530	0	3	0	6	0	0	0	3
3532	5	5	0	5	9	0	24	13
3533	0	2	0	7	2	0	0	6
3534	0	0	2	9	8	0	0	0
3536	0	0	0	13	0	0	2	10
3537	0	2	0	2	10	0	0	0
3538	NA	NA	NA	NA	NA	NA	NA	NA
3539	3	0	0	0	6	0	0	2
3540	6	0	0	20	0	0	0	0
3541	NA	NA	NA	NA	NA	NA	NA	NA
3542	6	0	0	2	5	4	0	0
3543	0	0	0	4	2	0	2	2
3544	0	4	1	3	16	0	0	1
3546	2	0	0	8	19	0	0	4
3547	0	2	0	4	14	0	0	2
3548	4	0	0	0	8	0	0	34
3549	0	8	0	8	6	0	8	0
3550	0	10	0	4	2	0	0	0
3552	5	0	0	20	0	2	0	6
3553	0	0	3	3	10	0	0	2
3554	NA	NA	NA	NA	NA	NA	NA	NA
3555	0	32	0	21	0	0	0	12
3556	8	4	0	0	0	0	0	0
3557	4	24	0	0	0	0	0	0
3559	0	0	0	1	1	0	0	4
3560	0	0	0	12	0	0	0	2
3561	0	0	0	0	0	0	4	0
3562	NA	NA	NA	NA	NA	NA	NA	NA
3563	3	0	0	7	1	0	0	3
3564	0	0	0	4	8	0	0	0
3565	3	18	0	6	0	0	9	14
3566	2	14	0	16	0	0	2	3
3567	3	3	0	0	0	0	0	3
3568	3	0	0	0	3	0	0	6
3570	0	0	0	4	12	0	0	5
3571	2	0	0	12	6	0	0	10
3572	0	0	0	3	31	0	0	7
3573	0	2	0	8	4	4	6	4
3574	3	0	0	0	0	0	0	3
3575	0	3	0	0	5	0	0	2
3576	10	0	0	13	0	0	2	14
3577	0	4	0	4	6	0	0	0
3578	1	15	0	9	0	0	10	1
3579	0	0	0	24	3	8	12	25
3581	0	0	0	8	8	0	0	0
3582	NA	NA	NA	NA	NA	NA	NA	NA
3583	6	2	0	2	0	9	0	0
3584	2	0	0	2	2	1	7	14
3585	0	0	0	2	14	6	6	8
3586	0	15	0	11	2	0	4	0
3587	0	0	0	5	5	0	0	17
3588	2	0	0	8	8	2	18	6
3589	NA	NA	NA	NA	NA	NA	NA	NA
3590	0	0	0	8	16	0	4	4
3591	3	21	0	0	49	6	6	17
3592	0	0	0	3	14	0	0	3
3593	1	0	0	1	0	2	0	2
3594	8	3	0	0	0	0	0	0
3595	2	2	0	9	0	2	6	19
3596	3	3	0	0	0	0	6	0
3597	0	0	0	24	0	13	15	6
3598	NA	NA	NA	NA	NA	NA	NA	NA
3599	0	0	2	13	14	0	12	26
3600	2	0	2	2	2	0	0	0
3601	2	0	2	2	2	0	0	0
3602	5	0	0	11	0	0	0	2
3603	0	1	0	4	1	0	2	1
3604	4	0	0	1	10	0	0	0
3605	0	4	0	16	0	0	0	4
3606	0	3	0	0	4	2	2	2
3607	0	8	0	2	3	0	0	1
3608	20	0	0	5	0	0	0	0
3609	3	0	0	0	0	0	0	4
3610	NA	NA	NA	NA	NA	NA	NA	NA
3611	9	6	0	14	0	0	4	6
3613	NA	NA	NA	NA	NA	NA	NA	NA
3614	0	0	0	5	5	0	0	6
3616	4	0	0	3	13	0	0	3
3617	0	0	0	1	4	5	0	0
3618	0	3	0	12	0	18	6	0
3619	12	0	0	17	22	0	23	23
3620	0	0	0	8	2	2	0	0
3621	3	3	0	7	0	0	0	11
3622	0	2	0	3	5	2	7	9
3623	NA	NA	NA	NA	NA	NA	NA	NA
3624	0	0	0	2	9	2	8	8
3625	4	12	0	6	5	0	2	19
3626	3	0	0	7	0	0	0	1
3628	4	4	0	3	0	0	0	3
3629	0	0	0	1	9	2	0	1
3630	0	0	4	4	23	0	0	4
3631	3	0	0	21	0	0	0	0
3632	0	4	0	6	0	0	0	0
3633	0	6	0	0	0	3	0	3
3634	7	0	0	0	0	0	0	0
3635	4	3	0	11	0	3	10	15
3636	0	0	0	3	0	0	0	0
3637	2	0	0	6	0	0	0	3
3638	0	2	0	2	0	0	0	12
3639	12	0	0	30	0	0	0	0
3640	3	0	3	3	6	0	0	0
3641	0	0	0	6	0	0	0	0
3642	0	7	0	2	0	0	2	6
3643	0	0	0	6	0	0	0	17
3644	3	9	0	17	0	0	0	0
3646	0	4	0	9	0	0	4	0
3649	12	22	0	8	6	6	0	4
3650	8	0	0	18	8	0	9	19
3652	3	2	1	1	17	0	0	2
3653	2	0	0	10	0	0	0	28
3654	4	0	0	4	0	0	0	0
3655	3	0	0	2	0	0	0	2
3656	0	0	1	1	18	0	0	1
3657	0	0	3	3	28	0	0	3
3659	0	2	0	4	2	0	0	0
3660	0	0	0	16	0	5	5	21
3661	3	5	0	0	7	0	0	1
3662	3	0	0	0	3	0	0	0
3663	10	0	0	10	9	0	0	4
3664	0	0	0	4	0	0	0	29
3665	6	0	0	0	0	0	0	0
3666	0	0	4	4	0	0	0	7
3667	0	0	0	1	7	0	0	1
3668	3	0	0	8	0	0	0	0
3669	0	4	4	4	12	0	0	4
3670	0	0	0	25	0	0	0	11
3671	4	2	0	2	2	2	0	0
3673	6	23	0	8	0	0	0	32
3674	0	0	0	4	7	1	4	22
3676	0	4	0	3	0	0	0	0
3677	2	3	0	13	4	0	4	0
3678	5	0	3	3	8	0	0	3
3679	0	24	0	17	0	0	0	0
3680	0	0	0	2	2	0	0	0
3681	0	0	0	16	28	0	0	22
3682	3	11	0	8	4	0	0	6
3683	0	0	0	8	13	0	0	7
3684	1	0	0	1	0	2	2	2
3685	0	0	0	27	0	0	0	24
3686	6	0	0	2	0	0	0	0
3687	0	0	0	4	16	4	0	3
3688	3	21	0	18	0	0	0	0
3689	1	18	0	16	0	0	0	2
3691	0	0	0	2	19	0	0	0
3692	0	0	0	4	0	0	0	0
3693	4	0	0	0	0	0	0	4
3694	0	0	2	2	21	0	0	2
3695	0	0	0	9	0	0	0	11
3696	0	4	0	6	8	0	2	20
3697	2	8	0	5	0	0	0	10
3698	0	0	0	2	0	0	0	9
3699	0	3	3	3	12	0	0	3
3700	NA	NA	NA	NA	NA	NA	NA	NA
3701	2	12	0	15	7	0	0	0
3702	0	2	2	2	6	0	0	12
3703	2	0	0	0	0	0	0	0
3704	2	0	0	2	3	0	0	0
3705	2	0	0	19	0	2	0	16
3706	6	0	0	0	3	0	0	2
3708	0	0	0	1	6	0	0	2
3709	3	17	0	33	0	0	0	6
3710	0	0	0	22	2	0	0	17
3711	2	0	0	0	0	0	0	0
3712	0	0	1	1	0	0	0	0
3713	0	2	0	2	8	0	0	5
3714	0	3	0	3	0	2	0	0
3715	0	0	0	6	1	2	2	18
3716	6	0	0	22	0	0	0	0
3717	5	0	0	4	0	0	0	0
3718	0	2	2	2	6	0	0	6
3719	0	3	0	6	0	0	0	0
3720	11	6	0	35	6	0	0	0
3721	12	0	0	6	0	0	0	6
3722	2	0	0	0	0	0	0	0
3723	0	7	0	4	0	1	0	0
3725	0	4	0	2	0	0	4	0
3726	0	0	1	1	0	0	0	0
3727	0	0	2	2	11	0	0	2
3728	0	0	0	6	0	6	0	0
3729	0	6	0	3	6	0	0	9
3730	0	0	0	4	11	0	9	5
3731	0	10	0	5	2	0	2	0
3732	7	0	0	6	11	0	2	0
3733	0	2	0	2	0	0	0	4
3734	4	0	0	4	4	0	6	4
3735	2	0	2	2	0	0	0	0
3736	2	0	0	6	8	5	17	4
3738	0	6	0	4	0	2	0	4
3739	6	3	0	3	6	0	0	0
3740	0	3	0	2	0	2	0	0
3741	9	0	0	0	27	0	0	0
3742	0	6	0	6	0	0	4	2
3743	2	0	0	15	0	0	0	13
3744	0	2	0	4	2	0	2	6
3745	0	15	0	4	19	0	4	8
3746	0	2	2	4	0	0	0	0
3747	4	0	0	2	1	0	5	1
3748	0	2	0	4	2	4	0	0
3749	0	26	0	2	0	0	0	0
3750	NA	NA	NA	NA	NA	NA	NA	NA
3751	0	9	0	3	0	0	6	0
3752	NA	NA	NA	NA	NA	NA	NA	NA
3753	NA	NA	NA	NA	NA	NA	NA	NA
3754	0	9	0	5	0	5	0	0
3755	3	0	0	4	6	0	0	0
3756	0	1	0	7	6	0	0	19
3757	NA	NA	NA	NA	NA	NA	NA	NA
3758	0	3	0	2	2	0	0	0
3759	0	0	2	2	13	0	3	2
3760	9	11	0	2	0	0	0	0
3761	0	0	0	12	0	0	0	0
3762	0	3	0	3	14	0	0	3
3763	5	0	0	6	0	0	12	0
3764	3	0	0	12	9	3	0	0
3765	0	5	0	2	0	2	0	0
3766	0	0	2	2	0	0	0	2
3767	0	3	0	2	0	5	0	0
3768	0	0	0	3	3	6	0	0
3769	4	4	0	2	0	0	0	0
3770	3	3	0	9	0	0	0	0
3771	6	5	0	4	11	0	2	4
3772	NA	NA	NA	NA	NA	NA	NA	NA
3774	6	0	0	25	0	0	0	0
3775	0	0	3	3	3	0	0	0
3776	0	0	0	14	0	0	0	0
3777	0	0	0	2	0	9	0	0
3778	3	8	0	0	3	0	3	2
3779	3	13	0	6	6	0	2	2
3780	0	0	2	5	16	0	0	5
3781	NA	NA	NA	NA	NA	NA	NA	NA
3782	0	0	3	3	6	0	0	0
3783	0	6	0	4	2	0	8	6
3784	2	0	0	6	2	0	0	0
3785	4	0	0	4	4	0	0	0
3786	0	0	0	2	0	4	0	0
3787	2	3	0	4	4	0	3	0
3788	5	0	0	8	0	0	0	0
3789	0	0	0	8	8	4	0	0
3790	0	0	0	5	5	0	0	0
3791	0	4	0	2	0	0	7	0
3792	0	7	0	6	2	0	0	0
3793	0	0	0	3	16	0	0	11
3794	5	0	0	4	10	0	0	8
3795	2	22	0	4	0	0	0	4
3796	0	12	0	0	0	0	0	0
3797	2	4	0	1	7	0	7	2
3798	0	0	0	10	0	0	0	10
3799	0	0	0	6	0	4	8	8
3800	0	0	0	4	0	0	0	2
3802	0	0	0	3	0	0	0	9
3803	0	9	0	3	1	0	0	0
3804	5	2	0	2	2	0	0	0
3805	0	7	0	3	6	5	7	0
3806	8	7	0	24	0	0	0	0
3807	0	0	0	4	0	0	6	0
3808	0	0	0	11	0	0	0	6
3810	0	2	0	2	0	0	0	0
3811	0	0	1	1	14	0	0	1
3812	NA	NA	NA	NA	NA	NA	NA	NA
3813	0	16	0	11	1	0	0	3
3814	0	6	0	1	2	0	2	2
3815	0	1	0	15	0	0	0	29
3816	0	19	0	6	12	6	31	19
3817	2	16	0	2	6	2	10	2
3818	0	5	0	14	6	0	11	17
3819	1	0	0	5	2	1	2	1
3820	0	0	0	1	0	0	0	0
3821	3	0	0	15	0	0	0	4
3822	2	8	0	0	10	0	0	3
3823	0	2	0	2	2	0	0	0
3824	0	5	0	6	3	0	0	0
3825	0	2	0	15	0	0	0	9
3826	1	9	0	6	2	0	0	4
3827	3	5	0	11	10	1	0	0
3828	6	3	0	2	0	0	0	0
3829	3	0	0	6	0	0	0	0
3830	2	16	0	3	0	0	2	4
3831	2	0	0	2	10	0	0	14
3832	0	2	0	2	2	0	0	0
3833	2	7	0	1	3	1	0	0
3834	2	0	0	10	4	0	0	6
3835	0	0	0	3	5	0	0	6
3837	0	3	0	9	4	0	0	0
3838	4	4	0	2	2	0	2	0
3839	NA	NA	NA	NA	NA	NA	NA	NA
3840	0	0	0	3	13	0	0	6
3841	0	11	0	1	8	2	0	0
3842	0	1	0	2	0	4	3	0
3843	0	2	0	4	0	0	8	0
3844	0	0	0	4	0	0	0	0
3845	2	2	0	7	0	0	0	7
3846	0	0	3	3	7	0	0	6
3847	7	0	0	13	0	0	0	0
3848	0	0	0	6	6	0	0	0
3849	0	0	1	3	4	0	0	0
3850	0	0	1	1	10	0	4	0
3851	2	0	0	4	0	0	0	0
3852	2	0	0	4	0	0	0	0
3853	0	4	0	6	7	0	0	6
3854	0	3	0	4	2	0	0	2
3855	6	0	0	6	6	6	0	14
3856	3	3	0	2	2	0	0	0
3857	0	0	0	1	1	0	0	3
3858	0	13	0	3	0	0	0	0
3859	0	0	0	4	4	0	0	0
3860	2	1	0	4	2	5	0	2
3861	4	2	0	2	13	0	0	0
3862	0	0	0	2	2	4	0	1
3863	0	4	0	2	3	0	0	4
3864	0	5	0	2	0	2	2	0
3865	0	3	0	3	9	0	0	0
3866	0	0	0	9	0	0	6	6
3867	0	23	0	4	0	0	2	0
3868	NA	NA	NA	NA	NA	NA	NA	NA
3869	0	0	0	3	3	0	15	0
3870	0	2	0	7	0	2	0	0
3872	7	0	0	4	2	2	2	2
3873	0	0	2	5	8	0	0	3
3874	0	4	2	2	9	0	0	0
3875	0	0	0	3	0	0	0	0
3876	0	1	0	2	2	5	1	0
3877	4	0	0	2	2	0	2	2
3878	0	5	0	3	3	4	0	0
3879	0	4	0	3	5	0	0	0
3880	0	0	0	6	0	0	0	0
3881	1	0	0	1	1	2	10	0
3882	0	0	0	3	0	0	0	6
3883	0	11	0	9	0	0	0	0
3884	0	2	0	2	2	9	0	0
3885	8	1	0	4	3	0	2	0
3886	2	2	0	1	0	2	8	4
3887	0	3	0	9	3	0	0	6
3888	2	2	0	1	3	1	9	2
3889	2	8	0	1	0	1	2	0
3890	0	6	0	2	0	0	0	0
3892	2	0	0	1	2	0	1	16
3893	2	0	2	2	0	0	0	0
3894	2	0	0	2	6	2	8	2
3895	0	0	0	0	0	0	0	5
3896	0	0	0	6	0	0	6	0
3897	0	1	0	2	2	8	0	0
3898	0	18	0	1	1	0	2	0
3899	6	0	0	18	0	0	0	6
3900	0	4	0	2	0	6	0	0
3901	0	0	0	4	0	1	0	9
3902	0	8	0	4	4	7	0	0
3903	0	2	2	2	7	2	0	0
3904	0	4	7	7	2	0	0	4
3905	0	3	0	2	3	0	1	0
3906	0	5	0	3	0	3	0	0
3907	0	11	0	2	2	0	0	0
3908	3	0	9	23	16	0	0	9
3909	0	4	0	2	2	10	0	0
3910	0	0	0	6	2	0	0	2
3911	0	22	0	3	2	0	0	1
3912	2	0	0	2	8	0	0	0
3913	0	4	0	1	1	2	0	0
3914	1	8	0	0	4	0	0	9
3915	2	13	0	8	6	0	2	0
3916	0	0	0	2	0	3	0	0
3918	0	12	0	4	2	0	0	0
3919	2	9	0	2	2	0	0	0
3920	0	0	0	2	0	8	0	0
3921	4	0	0	7	0	0	0	0
3922	0	8	0	4	4	0	0	0
3923	0	3	0	2	0	0	0	0
3924	0	0	0	5	16	0	0	14
3926	0	0	0	4	0	0	10	0
3927	0	2	2	2	0	4	2	12
3928	0	3	0	1	1	2	0	2
3929	2	6	0	2	0	0	0	0
3930	1	14	0	10	7	0	4	21
3931	0	4	0	3	0	0	0	0
3932	0	12	0	4	6	0	0	6
3933	0	5	0	7	0	0	1	1
3934	2	12	0	1	1	0	0	12
3935	0	4	0	2	0	4	0	0
3936	0	0	0	3	3	0	0	3
3937	0	2	0	2	0	2	0	0
3938	1	6	0	1	0	0	4	2
3939	3	20	0	10	6	0	6	7
3940	0	9	0	1	15	0	0	1
3941	0	8	0	8	0	8	0	9
3942	4	7	0	2	10	0	0	1
3944	0	0	0	6	17	0	0	9
3945	0	0	2	5	12	0	0	0
3947	0	9	0	3	3	0	0	0
3948	0	6	0	6	6	3	25	18
3949	3	3	0	1	3	0	11	2
3950	0	15	0	2	4	0	0	0
3951	0	2	0	6	4	0	0	0
3952	0	0	0	1	3	1	18	0
3953	0	6	0	3	0	0	0	0
3954	0	0	2	2	6	2	0	0
3955	0	3	0	2	0	0	2	0
3956	2	2	0	2	0	0	0	0
3957	2	11	0	6	0	2	4	0
3958	0	0	0	2	0	6	0	0
3959	0	0	0	3	0	6	0	0
