INDEX	MACAQUE_COUNT_IN_TAK	OTHER_SPIECIES_COUNT_IN_TAK	TC_CT_COUNT_IN_TAK	THALAM_COUNT_IN_TAK	CORTEX_COUNT_IN_TAK	INJECT_COUNT_IN_TAK	METHOD_COUNT_IN_TAK	CONNECT_COUNT_IN_TAK
5874	0	5	0	0	0	0	0	0
5875	0	10	0	0	8	0	0	6
5876	6	0	0	0	8	0	0	0
5877	0	0	14	19	15	0	0	4
5878	NA	NA	NA	NA	NA	NA	NA	NA
5879	NA	NA	NA	NA	NA	NA	NA	NA
5880	0	4	0	0	0	0	0	2
5881	0	0	0	0	0	0	3	0
5882	0	9	0	0	0	0	1	0
5883	0	3	0	2	0	0	0	0
5884	0	13	0	0	2	0	0	14
5885	0	0	0	0	0	0	0	0
5886	0	4	0	0	7	0	0	0
5887	0	7	0	0	10	0	0	4
5888	3	0	0	0	0	0	0	0
5889	0	9	0	4	5	0	0	0
5890	0	0	0	0	0	0	0	27
5891	5	3	0	0	0	0	0	0
5892	0	3	0	0	0	0	0	0
5893	0	1	0	0	9	0	0	0
5894	0	2	0	20	0	0	4	26
5895	0	0	0	0	7	0	0	8
5896	11	4	0	0	0	0	0	0
5897	0	0	0	0	4	0	0	19
5898	3	9	0	0	3	0	0	0
5899	0	29	0	0	0	0	0	0
5900	0	10	0	0	2	0	0	0
5901	0	2	0	0	0	0	0	0
5902	0	4	0	6	5	0	4	1
5903	4	6	0	0	0	0	4	18
5904	0	4	0	0	19	2	4	6
5905	1	0	0	6	8	2	0	21
5906	0	6	0	0	0	1	6	0
5907	0	0	0	0	0	0	0	21
5908	0	0	0	0	3	0	0	6
5909	0	17	0	6	8	0	0	0
5910	3	3	0	0	7	0	0	0
5911	0	0	0	0	0	0	0	0
5912	0	6	0	0	0	0	0	0
5913	3	31	0	0	2	0	0	22
5914	0	3	0	0	0	2	2	0
5915	2	1	0	0	0	10	1	0
5916	3	0	0	0	21	0	0	0
5917	0	5	3	5	11	0	0	6
5918	4	11	0	0	0	0	0	3
5919	4	22	0	2	0	0	6	0
5920	0	0	0	34	12	0	0	0
5921	0	11	0	0	3	0	0	3
5922	6	0	0	0	5	0	0	2
5923	5	0	0	0	9	0	0	0
5924	3	3	0	0	11	0	0	12
5925	0	1	0	7	5	0	0	6
5926	0	18	0	0	14	0	0	4
5927	7	0	0	0	0	0	7	2
5928	0	24	0	0	21	0	3	7
5929	14	15	0	0	22	0	0	0
5930	0	8	3	3	23	0	0	14
5931	0	0	0	0	0	0	0	5
5932	0	0	0	0	3	0	0	21
5933	0	3	0	0	14	0	0	16
5934	0	0	0	6	0	0	0	4
5935	4	1	0	0	9	0	8	26
5936	0	5	0	0	5	0	0	6
5937	0	0	0	0	0	0	0	2
5938	3	0	0	0	11	0	0	20
5939	0	6	0	0	7	0	0	3
5940	0	0	0	0	3	0	0	13
5941	3	3	0	1	0	0	0	0
5942	0	15	0	0	0	0	0	3
5943	0	4	0	0	0	0	0	0
5944	0	0	0	0	0	0	0	0
5945	0	0	0	7	0	0	0	0
5946	4	0	0	0	2	0	0	0
5947	0	0	0	0	6	0	0	0
5948	NA	NA	NA	NA	NA	NA	NA	NA
5949	0	0	0	0	0	0	0	2
5950	0	7	0	0	0	0	0	0
5951	2	16	0	0	0	0	0	0
5952	0	3	0	0	2	0	0	2
5953	0	8	4	4	18	0	14	0
5954	0	6	0	0	11	0	0	1
5955	0	0	0	0	6	0	0	0
5956	0	0	0	4	7	0	0	0
5957	0	12	0	0	0	0	0	3
5958	0	2	0	0	0	0	0	2
5959	0	6	0	0	9	0	0	6
5960	0	10	0	1	0	0	0	0
5961	0	6	0	0	13	0	0	4
5962	0	12	0	0	0	0	0	0
5963	2	4	0	0	0	2	2	0
5964	5	3	0	0	11	0	0	0
5965	0	0	0	4	2	4	0	6
5966	2	0	0	0	7	0	0	0
5967	0	0	0	0	0	0	0	0
5968	0	3	0	0	6	0	0	9
5969	0	0	0	0	9	0	0	6
5970	0	7	0	0	13	0	0	0
5971	NA	NA	NA	NA	NA	NA	NA	NA
5972	0	18	0	0	4	0	0	0
5973	0	0	0	0	0	0	0	32
5974	3	2	0	0	0	1	6	0
5975	0	0	0	0	0	0	0	0
5976	0	4	0	8	0	0	0	0
5977	8	3	0	1	2	0	0	4
5978	0	0	0	0	0	0	2	6
5979	0	0	0	0	12	0	0	3
5980	0	5	0	0	0	0	0	0
5981	0	3	0	0	0	0	0	0
5982	0	8	0	0	0	0	4	8
5983	0	0	0	0	0	0	0	6
5984	0	0	0	0	0	0	0	0
5985	NA	NA	NA	NA	NA	NA	NA	NA
5986	3	6	0	0	0	0	0	0
5987	0	8	0	0	2	0	4	0
5988	0	14	0	2	0	8	2	0
5989	10	3	0	0	0	0	0	0
5990	0	0	0	0	0	0	0	0
5991	0	0	0	8	0	0	0	0
5992	0	0	0	0	0	0	0	0
5993	0	11	0	0	7	0	0	0
5994	0	0	0	0	0	0	0	0
5995	0	2	0	0	0	0	0	4
5996	0	5	0	0	6	3	5	23
5997	0	2	0	0	3	0	6	0
5998	14	0	0	0	0	0	0	0
5999	0	2	0	2	5	0	0	0
6000	0	13	0	1	1	0	0	11
6001	0	0	0	0	0	0	0	0
6002	0	5	0	0	2	0	0	4
6003	0	4	0	0	20	0	0	0
6004	0	18	0	0	0	0	0	2
6005	0	3	0	0	2	0	4	0
6006	5	4	0	0	0	0	3	0
6007	0	8	0	25	25	0	0	3
6008	0	0	0	0	0	0	0	4
6009	0	7	0	0	0	0	6	2
6010	10	9	0	0	0	0	0	0
6011	2	0	0	0	2	0	0	0
6012	0	0	0	0	3	0	0	6
6013	0	0	0	0	0	0	0	0
6014	1	4	0	0	0	0	7	2
6015	0	0	0	0	7	0	0	0
6016	0	12	0	0	22	0	0	0
6017	0	0	0	2	0	0	0	0
6018	0	2	0	0	0	0	0	0
6019	0	17	0	0	12	0	0	0
6020	0	2	0	0	0	0	0	0
6021	18	0	0	0	0	0	0	0
6022	6	2	0	0	0	0	0	9
6023	3	0	0	0	8	0	0	0
6024	4	16	0	0	0	0	0	0
6025	0	0	0	3	8	0	0	5
6026	13	2	0	0	0	0	15	41
6027	4	27	0	0	10	0	0	0
6028	0	3	0	0	0	0	0	0
6029	2	5	0	0	0	0	0	0
6030	0	0	0	0	8	0	0	0
6031	0	16	0	3	14	0	0	13
6032	6	0	0	0	0	0	5	0
6033	0	0	0	0	0	0	0	2
6034	0	0	0	2	12	0	0	3
6035	NA	NA	NA	NA	NA	NA	NA	NA
6036	3	0	0	0	9	0	0	0
6037	0	14	0	0	9	0	0	3
6038	0	0	0	0	0	0	0	0
6039	0	6	0	0	23	0	0	0
6040	4	0	0	0	2	0	0	2
6041	0	18	0	2	10	0	0	2
6042	4	13	0	0	22	0	0	0
6043	0	7	3	3	6	0	0	25
6044	0	12	0	0	2	0	0	3
6045	0	10	0	0	0	0	2	2
6046	0	0	0	0	2	0	0	4
6047	0	8	0	0	9	0	0	0
6048	6	2	0	0	0	0	0	0
6049	0	6	0	0	17	0	0	0
6050	11	3	0	0	0	0	0	0
6051	0	2	0	0	2	0	0	5
6052	0	3	0	0	0	0	0	0
6053	0	12	0	8	11	0	0	13
6054	1	0	0	0	1	0	0	7
6055	0	8	0	0	0	0	0	1
6056	0	4	0	0	0	0	0	4
6057	0	3	0	0	7	0	0	3
6058	0	4	0	0	0	0	0	7
6059	0	0	0	0	0	0	0	0
6060	5	0	0	0	0	0	0	5
6061	0	0	0	2	0	0	0	0
6062	0	4	0	0	0	0	10	0
6063	8	2	0	2	7	0	0	0
6064	0	12	0	0	0	0	0	0
6065	2	0	0	0	8	0	0	22
6066	0	8	0	7	8	5	6	7
6067	0	0	0	0	0	0	0	2
6068	7	11	0	0	0	0	0	6
6069	0	4	0	0	0	0	0	0
6070	0	2	0	0	0	0	0	5
6071	0	0	0	0	4	0	4	35
6072	0	3	0	4	0	0	0	0
6073	2	13	0	0	0	0	0	2
6074	0	17	0	0	0	0	0	0
6075	0	0	0	0	11	0	0	0
6076	0	0	0	0	8	0	0	0
6077	0	4	1	5	14	0	0	1
6078	0	0	0	0	0	0	0	0
6079	0	6	0	0	2	0	0	8
6080	0	6	0	2	0	4	0	0
6081	0	0	0	0	0	0	0	0
6082	4	5	0	0	4	0	0	15
6083	0	22	0	0	0	0	0	2
6084	0	0	0	0	3	0	0	2
6085	0	3	0	6	4	0	0	6
6086	0	4	0	0	4	0	0	0
6087	0	0	0	0	0	0	0	0
6088	0	9	0	0	3	0	0	15
6089	0	23	0	9	9	0	0	5
6090	0	6	0	0	0	0	0	0
6091	3	0	0	0	12	0	3	19
6092	0	0	0	0	0	0	0	2
6093	0	3	0	0	0	0	0	9
6094	0	14	0	0	18	0	2	4
6095	3	0	0	0	8	0	6	8
6096	0	3	0	0	0	0	0	2
6097	0	6	0	0	15	0	7	0
6098	0	0	0	0	2	0	0	2
6099	0	2	0	0	6	0	2	6
6100	0	6	0	0	3	0	3	29
6101	0	4	0	0	0	0	0	0
6102	0	8	0	0	7	0	0	0
6103	0	6	0	0	13	0	0	15
6104	2	12	0	0	12	0	0	2
6105	0	0	0	0	0	0	0	0
6106	0	0	0	0	0	0	0	0
6107	3	0	0	3	0	0	0	3
6108	8	0	0	0	0	3	0	0
6109	4	0	0	0	0	2	0	0
6110	0	4	0	0	5	0	0	6
6111	0	4	0	14	13	0	2	19
6112	0	5	0	0	0	0	0	0
6113	6	0	0	0	3	0	0	0
6114	2	3	0	0	5	0	0	0
6115	0	13	0	0	17	0	0	3
6116	0	0	0	0	0	0	0	0
6117	0	0	0	0	8	0	0	3
6118	0	7	0	0	10	0	0	0
6119	11	5	0	0	0	0	0	0
6120	11	2	0	2	0	0	0	0
6121	4	0	0	12	7	2	4	29
6122	0	0	0	0	3	0	0	0
6123	2	2	0	0	3	2	16	2
6124	0	0	0	0	14	0	3	8
6125	0	2	0	0	0	0	0	0
6126	0	0	0	0	0	0	0	0
6127	8	5	0	0	0	0	0	0
6128	2	1	0	2	0	0	4	12
6129	0	10	0	3	3	0	0	6
6130	0	19	0	0	5	0	0	2
6131	7	23	0	0	11	0	0	3
6132	0	5	0	13	11	0	0	4
6133	0	0	0	0	12	0	0	18
6134	11	11	0	0	0	0	2	31
6135	7	4	0	0	0	0	0	10
6136	0	4	0	0	0	0	0	0
6137	7	0	0	0	0	0	0	2
6138	0	0	0	8	2	0	0	0
6139	0	6	0	0	6	0	0	2
6140	NA	NA	NA	NA	NA	NA	NA	NA
6141	6	0	0	0	6	0	0	17
6142	4	7	0	4	0	0	0	8
6143	3	0	0	0	0	0	0	0
6144	0	9	0	13	16	0	0	36
6145	0	0	0	1	11	0	0	6
6146	0	8	0	0	14	0	0	2
6147	0	35	0	0	0	0	0	0
6148	NA	NA	NA	NA	NA	NA	NA	NA
6149	0	0	0	2	11	0	0	6
6150	NA	NA	NA	NA	NA	NA	NA	NA
6151	0	0	0	0	0	0	0	0
6152	0	10	2	26	0	0	0	2
6153	0	6	0	0	0	0	17	12
6154	5	4	0	2	0	0	0	7
6155	4	0	0	0	4	0	0	0
6156	0	0	0	0	13	0	0	0
6157	0	3	2	22	4	0	0	4
6158	0	0	0	0	11	0	0	7
6159	0	0	0	0	11	0	0	12
6160	5	0	0	0	6	0	0	8
6161	8	3	0	0	14	0	0	16
6162	0	10	7	24	15	0	0	16
6163	0	0	0	0	0	0	0	0
6164	0	0	0	0	0	0	0	0
6165	0	0	0	0	9	0	0	0
6166	2	2	0	0	0	0	0	26
6167	0	0	0	0	23	0	0	4
6168	0	0	0	28	18	0	0	6
6169	3	6	0	0	0	3	0	0
6170	2	11	0	0	0	0	2	3
6171	7	2	0	0	0	0	5	0
6172	2	0	0	0	0	0	0	0
6173	0	0	0	0	0	0	0	0
6174	0	0	0	0	2	0	0	0
6175	1	1	0	0	4	0	0	9
6176	0	3	0	0	0	0	9	0
6177	0	0	0	0	0	0	0	3
6178	0	4	0	0	2	0	2	17
6179	0	0	0	0	3	0	0	6
6180	0	2	2	3	3	0	0	5
6181	0	0	0	0	11	0	0	8
6182	0	0	0	0	0	0	0	0
6183	0	0	0	0	10	0	0	3
6184	0	2	0	0	9	0	0	0
6185	NA	NA	NA	NA	NA	NA	NA	NA
6186	0	0	0	0	0	0	0	0
6187	0	24	0	0	0	5	0	0
6188	0	8	0	2	7	0	0	22
6189	16	0	0	0	0	0	0	0
6190	0	8	0	0	3	0	0	4
6191	9	0	0	0	2	0	0	0
6192	0	16	0	0	5	0	0	0
6193	0	9	0	0	0	0	0	2
6194	0	0	0	3	4	0	0	0
6195	0	0	0	0	14	0	0	13
6196	0	8	2	2	7	0	0	9
6197	0	0	0	0	0	0	0	0
6198	3	3	0	0	22	0	0	0
6199	1	0	0	0	5	0	0	0
6200	0	2	0	0	0	0	7	12
6201	0	18	0	2	0	0	0	0
6202	0	0	2	4	2	0	0	0
6203	6	0	0	0	9	0	0	9
6204	4	0	0	0	8	2	8	11
6205	7	0	0	0	6	0	0	7
6206	2	0	0	0	2	0	6	0
6207	0	6	0	0	0	0	0	13
6208	0	5	0	0	0	0	0	7
6209	0	0	0	0	0	0	0	0
6210	0	2	0	0	0	0	0	0
6211	0	18	0	0	3	2	1	0
6212	0	0	0	0	0	0	0	0
6213	0	0	0	0	2	0	0	2
6214	0	1	0	0	6	0	0	7
6215	0	0	0	0	14	0	10	18
6216	NA	NA	NA	NA	NA	NA	NA	NA
6217	8	4	0	0	8	0	0	3
6218	0	4	0	8	2	0	0	0
6219	0	12	0	0	3	0	2	0
6220	0	0	0	0	5	0	0	0
6221	0	0	0	0	14	0	0	0
6222	NA	NA	NA	NA	NA	NA	NA	NA
6223	0	9	0	0	0	0	2	0
6224	0	4	0	0	2	0	0	0
6225	0	3	0	3	6	0	0	0
6226	16	2	0	0	11	0	0	0
6227	0	1	0	0	0	8	0	0
6228	0	4	0	0	0	0	0	2
6229	2	6	0	0	0	0	0	28
6230	0	0	0	0	3	0	0	29
6231	6	2	0	0	7	0	0	0
6232	3	0	0	0	12	0	0	0
6233	2	7	0	0	0	0	0	0
6234	0	6	0	0	8	0	0	0
6235	0	3	0	0	0	0	0	0
6236	2	10	0	0	0	0	1	0
6237	0	0	0	0	0	0	0	0
6238	16	2	0	0	0	0	6	0
6239	0	0	0	0	28	0	0	0
6240	0	15	0	0	0	0	0	4
6241	0	0	0	0	0	3	0	0
6242	0	0	0	4	4	0	0	0
6243	0	2	0	0	0	0	0	0
6244	0	11	0	0	6	0	2	2
6245	0	4	0	0	7	0	0	0
6246	0	6	0	0	0	0	0	24
6247	0	4	0	0	3	0	0	13
6248	0	0	0	0	0	0	0	3
6249	7	0	0	0	24	0	0	24
6250	0	0	0	0	0	0	0	0
6251	0	4	0	7	0	0	8	4
6252	0	7	0	0	12	0	0	8
6253	0	12	0	0	14	0	0	4
6254	0	2	0	0	0	0	0	3
6255	0	3	0	0	0	0	0	0
6256	14	8	0	0	0	0	0	0
6257	5	0	0	0	10	0	0	0
6258	5	2	0	0	0	2	0	2
6259	0	0	0	0	0	0	0	26
6260	17	6	0	0	12	0	0	13
6261	0	0	0	0	0	0	2	0
6262	11	0	0	0	0	0	0	0
6263	0	9	0	0	6	0	0	10
6264	7	4	0	3	15	0	0	0
6265	0	8	0	0	4	0	0	4
6266	0	23	0	0	0	0	0	0
6267	0	4	0	0	0	0	0	0
6268	0	0	0	0	0	0	0	7
6269	3	5	0	0	0	2	0	0
6270	0	5	0	0	6	0	0	1
6271	0	14	0	0	4	4	6	3
6272	0	0	0	0	6	0	0	0
6273	54	0	0	0	0	8	8	0
6274	2	0	0	0	2	0	0	0
6275	0	0	0	0	4	0	0	0
6276	2	4	0	0	6	0	0	0
6277	0	2	0	0	2	0	0	4
6278	0	2	0	0	5	0	0	0
6279	6	6	0	0	5	0	0	3
6280	2	4	0	0	0	0	0	4
6281	4	0	0	5	0	2	2	0
6282	0	3	0	0	0	0	0	0
6283	0	0	0	0	0	0	0	0
6284	0	14	0	3	0	0	0	0
6285	0	0	0	0	0	0	0	21
6286	0	8	0	0	0	0	0	10
6287	2	2	0	0	9	0	0	26
6288	13	0	0	0	0	0	0	0
6289	0	0	0	0	17	0	0	19
6290	0	0	0	0	0	0	0	0
6291	0	2	0	0	0	2	0	0
6292	0	6	0	0	0	0	0	6
6293	0	2	0	0	0	0	0	0
6294	6	0	0	4	0	0	0	2
6295	0	4	0	8	8	0	0	9
6296	3	0	0	0	3	0	0	0
6297	0	0	0	4	9	2	2	9
6298	0	0	0	0	0	0	3	27
6299	0	0	0	0	8	0	0	0
6300	NA	NA	NA	NA	NA	NA	NA	NA
6301	0	2	0	0	0	0	8	0
6302	0	4	0	0	2	0	0	0
6303	3	0	0	6	18	0	0	3
6304	0	4	0	0	23	0	3	20
6305	0	0	0	0	22	0	0	2
6306	0	0	0	0	6	0	0	3
6307	NA	NA	NA	NA	NA	NA	NA	NA
6308	0	11	0	0	9	0	0	8
6309	0	0	0	0	0	0	0	0
6310	0	0	0	0	0	0	0	0
6311	6	0	0	0	6	0	0	1
6312	0	0	0	4	0	0	0	13
6313	0	6	0	0	0	0	6	0
6314	0	3	0	3	3	0	0	0
6315	NA	NA	NA	NA	NA	NA	NA	NA
6316	0	21	0	0	0	0	0	0
6317	0	0	0	0	0	0	0	3
6318	3	6	0	8	10	0	0	2
6319	2	13	0	0	8	0	4	6
6320	0	3	0	0	0	0	0	0
6321	0	0	0	0	0	0	0	0
6322	0	18	0	0	12	0	0	4
6323	0	0	0	0	5	0	3	0
6324	0	13	0	0	0	0	0	0
6325	0	8	0	0	9	0	0	9
6326	0	0	0	2	6	0	0	4
6327	0	6	0	0	0	0	0	0
6328	0	0	0	3	0	0	0	0
6329	4	0	0	0	18	0	0	11
6330	0	9	0	14	0	0	0	0
6331	13	20	0	0	0	0	7	0
6332	3	0	0	0	6	0	0	1
6333	0	14	0	0	0	0	0	3
6334	0	5	0	0	0	0	0	0
6335	3	0	0	0	7	0	0	3
6336	2	0	0	0	0	0	0	8
6337	NA	NA	NA	NA	NA	NA	NA	NA
6338	7	2	0	3	3	0	0	0
6339	6	0	0	0	0	0	2	30
6340	0	10	0	0	0	0	0	4
6341	0	10	0	0	0	0	0	0
6342	0	0	0	0	0	0	0	0
6343	0	6	0	0	2	0	0	0
6344	0	2	0	0	4	0	0	0
6345	0	0	0	0	5	0	0	5
6346	0	6	0	0	3	0	0	3
6347	0	0	0	0	0	0	0	27
6348	3	6	0	0	12	0	0	0
6349	0	7	0	0	0	0	0	0
6350	0	13	0	0	0	0	0	0
6351	0	3	0	0	0	0	4	1
6352	0	11	0	0	15	0	0	0
6353	9	0	0	0	9	0	0	0
6354	7	15	0	0	0	0	0	0
6355	4	0	0	0	5	0	0	0
6356	2	0	0	0	2	2	4	13
6357	0	0	0	0	0	0	0	21
6358	0	0	0	0	12	0	0	8
6359	0	0	0	3	0	0	0	0
6360	10	12	0	0	8	0	0	2
6361	21	0	0	0	4	0	0	3
6362	3	0	0	0	0	0	0	0
6363	0	2	0	0	0	2	6	0
6364	0	2	0	3	2	0	0	0
6365	0	9	0	2	0	0	0	2
6366	5	0	0	0	0	0	0	2
6367	0	3	0	0	1	0	2	3
6368	0	8	2	2	1	0	0	0
6369	0	0	0	0	8	0	0	0
6370	0	2	0	0	0	0	0	3
6371	10	0	0	0	3	0	0	0
6372	0	3	0	0	0	0	0	0
6373	0	3	0	0	0	0	0	0
6374	0	0	0	4	0	0	0	0
6375	0	8	0	0	0	0	0	0
6376	8	2	0	21	0	0	0	0
6377	0	0	0	0	0	0	0	3
6378	0	16	0	0	7	0	0	4
6379	0	0	0	0	0	0	0	0
6380	0	6	0	0	15	0	0	6
6381	0	0	0	0	0	0	0	0
6382	0	0	0	0	0	0	0	2
6383	0	0	0	0	6	0	0	0
6384	NA	NA	NA	NA	NA	NA	NA	NA
6385	0	3	0	0	8	0	0	0
6386	0	0	0	0	0	0	0	0
6387	0	4	0	0	0	0	0	0
6388	0	6	0	0	0	0	0	0
6389	0	0	0	0	0	0	0	3
6390	6	6	0	2	22	0	0	0
6391	3	0	0	8	4	0	0	3
6392	0	4	0	3	3	0	0	4
6393	0	3	0	0	0	0	0	24
6394	14	4	0	0	3	0	2	0
6395	0	0	0	0	0	0	0	5
6396	0	0	0	0	0	0	0	0
6397	0	8	0	0	0	0	0	0
6398	0	10	0	0	0	0	0	17
6399	0	6	0	0	13	4	10	21
6400	0	0	0	0	0	0	3	0
6401	0	8	0	0	0	0	0	0
6402	0	0	0	0	2	0	0	2
6403	0	0	0	0	15	0	0	4
6404	0	6	0	0	0	0	0	17
6405	0	6	0	0	0	0	0	2
6406	2	0	0	0	0	0	5	0
6407	0	9	0	0	6	0	0	12
6408	0	0	0	0	0	0	35	0
6409	0	0	0	0	0	0	0	0
6410	0	2	0	0	0	0	0	0
6411	5	7	0	0	0	0	0	0
6412	0	0	0	0	2	0	0	0
6413	0	6	0	0	3	0	3	0
6414	10	3	0	0	6	0	0	0
6415	0	19	0	0	17	0	0	0
6416	3	6	0	0	0	1	10	1
6417	0	19	0	0	3	0	0	0
6418	NA	NA	NA	NA	NA	NA	NA	NA
6419	0	0	0	0	2	0	0	0
6420	6	0	0	0	8	2	0	2
6421	0	6	0	0	0	0	10	0
6422	0	0	0	0	0	0	0	6
6423	0	0	0	0	0	0	0	0
6424	2	7	0	0	0	0	0	0
6425	0	0	0	0	0	0	0	6
6426	5	2	0	0	0	0	0	0
6427	0	2	0	0	3	0	0	2
6428	0	0	0	0	0	0	0	0
6429	0	4	0	0	11	0	0	0
6430	6	0	0	0	2	0	0	0
6431	0	12	7	13	8	2	0	3
6432	5	0	0	0	6	2	14	23
6433	12	8	0	0	0	0	0	0
6434	6	0	0	0	2	0	0	20
6435	0	9	0	0	13	0	0	2
6436	0	4	0	12	5	0	0	0
6437	3	23	0	0	4	2	0	0
6438	0	0	0	0	0	0	0	0
6439	0	0	0	0	0	0	0	0
6440	0	2	0	0	0	0	12	2
6441	0	14	2	8	22	0	2	4
6442	2	0	0	0	0	0	0	0
6443	0	3	0	0	0	0	0	4
6444	0	0	0	0	6	0	0	0
6445	0	12	0	0	0	0	0	0
6446	0	14	0	0	0	0	0	0
6447	0	2	0	8	14	0	0	19
6448	4	12	0	0	2	0	2	0
6449	0	3	0	0	8	0	0	2
6450	0	0	0	0	0	0	0	0
6451	0	0	0	0	0	0	0	3
6452	0	0	0	0	4	0	0	0
6453	3	2	0	0	0	0	0	0
6454	1	6	0	0	0	0	0	0
6455	0	6	0	0	8	0	0	0
6456	0	6	0	0	10	0	0	2
6457	NA	NA	NA	NA	NA	NA	NA	NA
6458	4	0	0	0	12	6	4	18
6459	2	9	0	0	6	0	2	0
6460	0	0	0	0	4	0	2	3
6461	0	2	0	0	2	0	0	0
6462	0	6	0	0	0	2	2	16
6463	0	3	0	0	0	0	2	14
6464	0	4	0	0	0	0	0	0
6465	0	0	0	0	2	0	0	2
6466	0	6	0	2	0	0	0	3
6467	0	26	0	0	9	0	0	0
6468	0	0	0	0	0	2	0	3
6469	0	11	0	0	0	0	0	0
6470	NA	NA	NA	NA	NA	NA	NA	NA
6471	0	0	0	0	0	0	0	0
6472	0	0	0	0	0	4	0	0
6473	0	0	0	0	0	0	0	0
6474	0	0	0	0	8	0	0	0
6475	0	6	0	0	4	0	2	5
6476	6	0	0	0	0	0	0	0
6477	2	0	0	4	5	0	4	9
6478	3	30	0	0	0	0	0	0
6479	0	5	0	0	0	0	0	0
6480	2	0	0	0	6	0	0	0
6481	2	5	0	0	0	2	8	0
6482	0	0	0	0	0	0	0	0
6483	12	6	0	0	0	0	2	0
6484	3	0	0	0	0	0	3	3
6485	3	3	0	0	19	0	0	14
6486	0	0	0	0	2	0	0	8
6487	0	4	0	0	0	0	0	0
6488	0	21	0	0	0	0	0	0
6489	0	15	0	0	0	0	0	0
6490	0	0	0	0	8	0	0	0
6491	0	9	0	7	3	0	0	5
6492	NA	NA	NA	NA	NA	NA	NA	NA
6493	0	10	0	0	0	0	0	4
6494	0	30	0	0	0	0	0	30
6495	8	20	0	0	0	0	0	2
6496	2	0	0	0	14	0	0	0
6497	7	0	0	4	0	0	0	0
6498	0	0	0	1	8	0	0	10
6499	0	8	0	0	0	0	0	0
6500	0	4	0	0	0	0	0	13
6501	0	3	0	0	0	0	0	6
6502	0	0	0	0	22	0	0	0
6503	0	2	0	0	15	0	0	29
6504	0	18	0	0	7	0	1	0
6505	NA	NA	NA	NA	NA	NA	NA	NA
6506	0	18	0	0	0	0	0	0
6507	0	8	0	2	0	0	0	0
6508	4	4	0	0	0	0	0	2
6509	0	8	0	0	0	0	6	12
6510	0	2	0	0	6	0	0	0
6511	8	0	0	0	0	0	0	0
6512	0	12	0	0	11	0	0	3
6513	0	12	0	0	1	0	0	1
6514	0	0	0	0	0	0	0	3
6515	0	21	0	0	0	0	0	0
6516	0	0	0	0	3	0	0	0
6517	0	4	0	0	6	0	0	0
6518	0	4	0	0	8	0	0	8
6519	9	0	0	0	0	0	0	0
6520	2	4	0	0	2	0	0	0
6521	0	0	0	0	0	0	0	0
6522	0	0	0	6	3	0	0	15
6523	0	0	0	0	0	0	0	0
6524	0	0	0	0	0	0	0	0
6525	0	0	0	0	0	0	0	0
6526	0	7	0	0	12	0	0	0
6527	0	0	0	0	0	0	0	2
6528	0	33	0	0	0	0	0	0
6529	0	2	0	10	6	0	2	4
6530	0	0	0	0	26	0	0	16
6531	0	0	0	0	3	0	0	0
6532	0	4	0	0	0	0	0	0
6533	0	17	0	0	0	0	0	3
6534	4	0	0	0	6	0	0	8
6535	4	0	0	0	2	0	0	2
6536	0	0	0	0	0	0	0	0
6537	0	0	0	0	0	0	0	7
6538	0	0	0	0	0	0	17	0
6539	0	0	0	0	0	0	0	0
6540	0	1	0	2	0	0	0	2
6541	22	0	0	0	0	0	2	0
6542	0	6	3	3	3	0	0	0
6543	5	5	0	0	0	0	0	2
6544	0	8	0	0	0	0	0	0
6545	7	0	0	0	0	0	0	6
6546	0	15	0	0	14	0	0	26
6547	0	0	0	0	0	0	0	13
6548	0	16	0	0	12	0	0	0
6549	0	5	0	13	11	0	2	9
6550	NA	NA	NA	NA	NA	NA	NA	NA
6551	0	0	0	0	0	0	0	0
6552	0	6	0	0	9	0	0	0
6553	0	0	0	0	0	0	0	4
6554	2	0	0	0	6	0	0	15
6555	0	0	0	0	3	0	2	0
6556	0	0	0	0	2	0	0	0
6557	0	0	0	0	0	0	0	0
6558	0	5	0	0	0	0	0	15
6559	0	18	0	0	0	0	0	0
6560	0	6	0	0	0	0	0	0
6561	0	13	0	0	20	0	0	8
6562	0	9	0	0	15	0	0	0
6563	0	11	0	0	0	0	0	0
6564	NA	NA	NA	NA	NA	NA	NA	NA
6565	0	6	0	0	0	0	0	0
6566	0	0	0	2	6	0	0	2
6567	0	14	0	0	11	0	0	0
6568	0	4	0	1	5	0	1	2
6569	4	9	0	0	6	0	0	0
6570	0	0	0	27	0	0	0	0
6571	0	15	0	0	0	0	0	0
6572	2	0	0	0	0	0	0	0
6573	0	0	0	0	15	0	0	0
6574	0	0	0	0	15	0	0	0
6575	9	0	0	0	3	0	0	0
6576	9	8	0	0	0	0	0	0
6577	8	8	0	0	0	0	0	0
6578	0	0	0	0	0	0	0	4
6579	0	6	0	0	0	0	0	0
6580	0	0	0	0	0	0	0	0
6581	0	0	0	0	0	4	0	0
6582	0	12	0	0	0	0	0	0
6583	0	3	0	0	0	0	3	0
6584	0	2	0	0	0	0	6	0
6585	0	0	0	0	3	0	0	0
6586	0	14	0	0	2	0	0	4
6587	0	7	0	2	2	0	0	2
6588	0	24	0	0	0	0	0	0
6589	3	0	0	0	0	0	0	5
6590	0	7	0	0	0	0	0	0
6591	0	4	0	0	0	0	4	12
